,point,Building,Equipment_Type,Equipment_Number,Sensor_Type
15157,GBSF.AHU.AHU07.MINOSACFM,GBSF,AHU,AHU07,MINOSACFM
15158,GBSF.AHU.AHU07.Mixed Air Temp,GBSF,AHU,AHU07,Mixed Air Temp
15159,GBSF.AHU.AHU07.NIGHTPURGE,GBSF,AHU,AHU07,NIGHTPURGE
15160,GBSF.AHU.AHU07.OAFLOW,GBSF,AHU,AHU07,OAFLOW
15161,GBSF.AHU.AHU07.OSATOOHOT,GBSF,AHU,AHU07,OSATOOHOT
15162,GBSF.AHU.AHU07.Outside Air Damper,GBSF,AHU,AHU07,Outside Air Damper
15163,GBSF.AHU.AHU07.Outside Air Temp,GBSF,AHU,AHU07,Outside Air Temp
15164,GBSF.AHU.AHU07.RETFLOW,GBSF,AHU,AHU07,RETFLOW
15165,GBSF.AHU.AHU07.RETFLOWAVG,GBSF,AHU,AHU07,RETFLOWAVG
15166,GBSF.AHU.AHU07.RETFLOWCFMDIFF,GBSF,AHU,AHU07,RETFLOWCFMDIFF
15167,GBSF.AHU.AHU07.RETFLOWSETPOINT,GBSF,AHU,AHU07,RETFLOWSETPOINT
15168,GBSF.AHU.AHU07.Return Air Damper,GBSF,AHU,AHU07,Return Air Damper
15169,GBSF.AHU.AHU07.Return Air Fan Start/Stop,GBSF,AHU,AHU07,Return Air Fan Start/Stop
15170,GBSF.AHU.AHU07.Return Air Fan VFD Power KW,GBSF,AHU,AHU07,Return Air Fan VFD Power KW
15171,GBSF.AHU.AHU07.Return Air Temp,GBSF,AHU,AHU07,Return Air Temp
15172,GBSF.AHU.AHU07.Return Fan Relief Damper,GBSF,AHU,AHU07,Return Fan Relief Damper
15173,GBSF.AHU.AHU07.Return Fan VFD Frequency,GBSF,AHU,AHU07,Return Fan VFD Frequency
15174,GBSF.AHU.AHU07.Return Fan VFD Speed,GBSF,AHU,AHU07,Return Fan VFD Speed
15176,GBSF.AHU.AHU07.RFVERSUSSF,GBSF,AHU,AHU07,RFVERSUSSF
15177,GBSF.AHU.AHU07.RFVERSUSSF2,GBSF,AHU,AHU07,RFVERSUSSF2
15182,GBSF.AHU.AHU07.RVFDO,GBSF,AHU,AHU07,RVFDO
15184,GBSF.AHU.AHU07.SFFLT,GBSF,AHU,AHU07,SFFLT
15185,GBSF.AHU.AHU07.STATPRESSSTPNT,GBSF,AHU,AHU07,STATPRESSSTPNT
15186,GBSF.AHU.AHU07.SUPFLOW,GBSF,AHU,AHU07,SUPFLOW
15187,GBSF.AHU.AHU07.SUPFLOWAVG,GBSF,AHU,AHU07,SUPFLOWAVG
15188,GBSF.AHU.AHU07.Supply Air Fan Start/Stop,GBSF,AHU,AHU07,Supply Air Fan Start/Stop
15189,GBSF.AHU.AHU07.Supply Air Fan VFD Power KW,GBSF,AHU,AHU07,Supply Air Fan VFD Power KW
15190,GBSF.AHU.AHU07.Supply Air Pressure,GBSF,AHU,AHU07,Supply Air Pressure
15191,GBSF.AHU.AHU07.Supply Air Pressure Sp,GBSF,AHU,AHU07,Supply Air Pressure Sp
15192,GBSF.AHU.AHU07.Supply Air Temp,GBSF,AHU,AHU07,Supply Air Temp
15193,GBSF.AHU.AHU07.Supply Air Temp Sp,GBSF,AHU,AHU07,Supply Air Temp Sp
15194,GBSF.AHU.AHU07.Supply Fan Enable,GBSF,AHU,AHU07,Supply Fan Enable
15195,GBSF.AHU.AHU07.Supply Fan VFD Frequency,GBSF,AHU,AHU07,Supply Fan VFD Frequency
15196,GBSF.AHU.AHU07.Supply Fan VFD Speed,GBSF,AHU,AHU07,Supply Fan VFD Speed
15197,GBSF.AHU.AHU07.SVFDO,GBSF,AHU,AHU07,SVFDO
15198,GBSF.AHU.AHU07.SYS,GBSF,AHU,AHU07,SYS
15199,GBSF.AHU.AHU07.VAVOVERRIDE,GBSF,AHU,AHU07,VAVOVERRIDE
15200,GBSF.AHU.AHU07.VFDSIG,GBSF,AHU,AHU07,VFDSIG
15201,GBSF.AHU.AHU08.CALL,GBSF,AHU,AHU08,CALL
15202,GBSF.AHU.AHU08.CCV,GBSF,AHU,AHU08,CCV
15203,GBSF.AHU.AHU08.Cooling Valve Output,GBSF,AHU,AHU08,Cooling Valve Output
15204,GBSF.AHU.AHU08.EAD,GBSF,AHU,AHU08,EAD
15205,GBSF.AHU.AHU08.ECONO,GBSF,AHU,AHU08,ECONO
15206,GBSF.AHU.AHU08.ECONOSIG,GBSF,AHU,AHU08,ECONOSIG
15207,GBSF.AHU.AHU08.HCV,GBSF,AHU,AHU08,HCV
15208,GBSF.AHU.AHU08.Heating Valve Output,GBSF,AHU,AHU08,Heating Valve Output
15209,GBSF.AHU.AHU08.MAXVAVDMPR,GBSF,AHU,AHU08,MAXVAVDMPR
15210,GBSF.AHU.AHU08.MINOSACFM,GBSF,AHU,AHU08,MINOSACFM
15211,GBSF.AHU.AHU08.Mixed Air Temp,GBSF,AHU,AHU08,Mixed Air Temp
15212,GBSF.AHU.AHU08.NIGHTPURGE,GBSF,AHU,AHU08,NIGHTPURGE
15213,GBSF.AHU.AHU08.OAFLOW,GBSF,AHU,AHU08,OAFLOW
15214,GBSF.AHU.AHU08.OAFLOWAVG,GBSF,AHU,AHU08,OAFLOWAVG
15215,GBSF.AHU.AHU08.OAFLOWSETPOINT,GBSF,AHU,AHU08,OAFLOWSETPOINT
15216,GBSF.AHU.AHU08.OSATOOHOT,GBSF,AHU,AHU08,OSATOOHOT
15217,GBSF.AHU.AHU08.Outside Air Damper,GBSF,AHU,AHU08,Outside Air Damper
15218,GBSF.AHU.AHU08.Outside Air Temp,GBSF,AHU,AHU08,Outside Air Temp
15219,GBSF.AHU.AHU08.RETFLOWAVG,GBSF,AHU,AHU08,RETFLOWAVG
15220,GBSF.AHU.AHU08.RETFLOWCFMDIFF,GBSF,AHU,AHU08,RETFLOWCFMDIFF
15221,GBSF.AHU.AHU08.RETFLOWSETPOINT,GBSF,AHU,AHU08,RETFLOWSETPOINT
15222,GBSF.AHU.AHU08.Return Air Damper,GBSF,AHU,AHU08,Return Air Damper
15223,GBSF.AHU.AHU08.Return Air Temp,GBSF,AHU,AHU08,Return Air Temp
15224,GBSF.AHU.AHU08.RFVERSUSSF,GBSF,AHU,AHU08,RFVERSUSSF
15225,GBSF.AHU.AHU08.RFVERSUSSF2,GBSF,AHU,AHU08,RFVERSUSSF2
15226,GBSF.AHU.AHU08.RLFDOORALARM,GBSF,AHU,AHU08,RLFDOORALARM
15229,GBSF.AHU.AHU08.SFFLT,GBSF,AHU,AHU08,SFFLT
15230,GBSF.AHU.AHU08.SUPFLOW,GBSF,AHU,AHU08,SUPFLOW
15231,GBSF.AHU.AHU08.SUPFLOWAVG,GBSF,AHU,AHU08,SUPFLOWAVG
15232,GBSF.AHU.AHU08.Supply Air Fan Start/Stop,GBSF,AHU,AHU08,Supply Air Fan Start/Stop
15233,GBSF.AHU.AHU08.Supply Air Fan VFD Power KW,GBSF,AHU,AHU08,Supply Air Fan VFD Power KW
15234,GBSF.AHU.AHU08.Supply Air Pressure,GBSF,AHU,AHU08,Supply Air Pressure
15235,GBSF.AHU.AHU08.Supply Air Pressure Sp,GBSF,AHU,AHU08,Supply Air Pressure Sp
15236,GBSF.AHU.AHU08.Supply Air Temp,GBSF,AHU,AHU08,Supply Air Temp
15237,GBSF.AHU.AHU08.Supply Air Temp Sp,GBSF,AHU,AHU08,Supply Air Temp Sp
15238,GBSF.AHU.AHU08.Supply Fan Enable,GBSF,AHU,AHU08,Supply Fan Enable
15239,GBSF.AHU.AHU08.Supply Fan VFD Frequency,GBSF,AHU,AHU08,Supply Fan VFD Frequency
15240,GBSF.AHU.AHU08.Supply Fan VFD Speed,GBSF,AHU,AHU08,Supply Fan VFD Speed
15241,GBSF.AHU.AHU08.SVFDO,GBSF,AHU,AHU08,SVFDO
15242,GBSF.AHU.AHU08.SYS,GBSF,AHU,AHU08,SYS
15243,GBSF.AHU.AHU08.VAVOVERRIDE,GBSF,AHU,AHU08,VAVOVERRIDE
15244,GBSF.AHU.AHU08.VFDSIG,GBSF,AHU,AHU08,VFDSIG
15245,GBSF.AHU.AHU09.ATS,GBSF,AHU,AHU09,ATS
15246,GBSF.AHU.AHU09.CCV,GBSF,AHU,AHU09,CCV
15247,GBSF.AHU.AHU09.CCVPRE,GBSF,AHU,AHU09,CCVPRE
15248,GBSF.AHU.AHU09.CHWCALL,GBSF,AHU,AHU09,CHWCALL
15249,GBSF.AHU.AHU09.Cooling Valve Output,GBSF,AHU,AHU09,Cooling Valve Output
15250,GBSF.AHU.AHU09.COOLMODE,GBSF,AHU,AHU09,COOLMODE
15251,GBSF.AHU.AHU09.HCV,GBSF,AHU,AHU09,HCV
15252,GBSF.AHU.AHU09.Heating Valve Output,GBSF,AHU,AHU09,Heating Valve Output
15253,GBSF.AHU.AHU09.HEATMODE,GBSF,AHU,AHU09,HEATMODE
15254,GBSF.AHU.AHU09.ISODA,GBSF,AHU,AHU09,ISODA
15255,GBSF.AHU.AHU09.ISODB,GBSF,AHU,AHU09,ISODB
15256,GBSF.AHU.AHU09.ISODC,GBSF,AHU,AHU09,ISODC
15257,GBSF.AHU.AHU09.ON,GBSF,AHU,AHU09,ON
15258,GBSF.AHU.AHU09.RLFDOOR,GBSF,AHU,AHU09,RLFDOOR
15259,GBSF.AHU.AHU09.RLFDOORALARM,GBSF,AHU,AHU09,RLFDOORALARM
15279,GBSF.AHU.AHU09.SATP,GBSF,AHU,AHU09,SATP
15282,GBSF.AHU.AHU09.SPEEDO,GBSF,AHU,AHU09,SPEEDO
15283,GBSF.AHU.AHU09.Supply Air Fan 9A Start/Stop,GBSF,AHU,AHU09,Supply Air Fan 9A Start/Stop
15284,GBSF.AHU.AHU09.Supply Air Fan 9A VFD Speed,GBSF,AHU,AHU09,Supply Air Fan 9A VFD Speed
15285,GBSF.AHU.AHU09.Supply Air Fan 9B Start/Stop,GBSF,AHU,AHU09,Supply Air Fan 9B Start/Stop
15286,GBSF.AHU.AHU09.Supply Air Fan 9B VFD Speed,GBSF,AHU,AHU09,Supply Air Fan 9B VFD Speed
15287,GBSF.AHU.AHU09.Supply Air Pressure,GBSF,AHU,AHU09,Supply Air Pressure
15288,GBSF.AHU.AHU09.Supply Air Pressure Sp,GBSF,AHU,AHU09,Supply Air Pressure Sp
15289,GBSF.AHU.AHU09.Supply Air Temp,GBSF,AHU,AHU09,Supply Air Temp
15290,GBSF.AHU.AHU09.Supply Air Temp Sp,GBSF,AHU,AHU09,Supply Air Temp Sp
15291,GBSF.AHU.AHU10.Cooling Valve Output,GBSF,AHU,AHU10,Cooling Valve Output
15292,GBSF.AHU.AHU11.Cooling Valve Output,GBSF,AHU,AHU11,Cooling Valve Output
15293,GBSF.AHU.AHU11.Heating Valve Output,GBSF,AHU,AHU11,Heating Valve Output
15294,GBSF.AHU.AHU11.Outside Air Temp,GBSF,AHU,AHU11,Outside Air Temp
15295,GBSF.AHU.AHU11.Supply Air Temp,GBSF,AHU,AHU11,Supply Air Temp
15296,GBSF.AHU.AHU11.Supply Air Temp Sp,GBSF,AHU,AHU11,Supply Air Temp Sp
15299,GBSF.AHU.EF01.Exhaust Air Fan VFD Power,GBSF,AHU,EF01,Exhaust Air Fan VFD Power
15300,GBSF.AHU.EF01.VFD Frequency,GBSF,AHU,EF01,VFD Frequency
15301,GBSF.AHU.EF01.VFD Speed,GBSF,AHU,EF01,VFD Speed
15302,GBSF.AHU.EF02.Exhaust Air Fan VFD Power,GBSF,AHU,EF02,Exhaust Air Fan VFD Power
15303,GBSF.AHU.EF02.VFD Frequency,GBSF,AHU,EF02,VFD Frequency
15304,GBSF.AHU.EF02.VFD Speed,GBSF,AHU,EF02,VFD Speed
15305,GBSF.AHU.EF03.Exhaust Air Fan VFD Power,GBSF,AHU,EF03,Exhaust Air Fan VFD Power
15306,GBSF.AHU.EF03.VFD Frequency,GBSF,AHU,EF03,VFD Frequency
15307,GBSF.AHU.EF03.VFD Speed,GBSF,AHU,EF03,VFD Speed
15308,GBSF.AHU.EF04.Exhaust Air Fan VFD Power,GBSF,AHU,EF04,Exhaust Air Fan VFD Power
15309,GBSF.AHU.EF04.VFD Frequency,GBSF,AHU,EF04,VFD Frequency
15310,GBSF.AHU.EF04.VFD Speed,GBSF,AHU,EF04,VFD Speed
15311,GBSF.AHU.EF05.Exhaust Air Fan VFD Power,GBSF,AHU,EF05,Exhaust Air Fan VFD Power
15312,GBSF.AHU.EF05.VFD Frequency,GBSF,AHU,EF05,VFD Frequency
15313,GBSF.AHU.EF05.VFD Speed,GBSF,AHU,EF05,VFD Speed
15314,GBSF.AHU.EF06.Exhaust Air Fan VFD Power,GBSF,AHU,EF06,Exhaust Air Fan VFD Power
15315,GBSF.AHU.EF06.VFD Frequency,GBSF,AHU,EF06,VFD Frequency
15316,GBSF.AHU.EF06.VFD Speed,GBSF,AHU,EF06,VFD Speed
15318,GBSF.AHU.EF15.EFVFD:POWER,GBSF,AHU,EF15,EFVFD:POWER
18106,GHA_ICS.AHU.AHU01.CCV,GHA_ICS,AHU,AHU01,CCV
18107,GHA_ICS.AHU.AHU01.CLGEN,GHA_ICS,AHU,AHU01,CLGEN
18108,GHA_ICS.AHU.AHU01.Cooling Valve Output,GHA_ICS,AHU,AHU01,Cooling Valve Output
18109,GHA_ICS.AHU.AHU01.FAN SSP,GHA_ICS,AHU,AHU01,FAN SSP
18110,GHA_ICS.AHU.AHU01.Heating Valve Output,GHA_ICS,AHU,AHU01,Heating Valve Output
18111,GHA_ICS.AHU.AHU01.HTGEN,GHA_ICS,AHU,AHU01,HTGEN
18112,GHA_ICS.AHU.AHU01.MODE,GHA_ICS,AHU,AHU01,MODE
18113,GHA_ICS.AHU.AHU01.Outside Air Temp,GHA_ICS,AHU,AHU01,Outside Air Temp
18114,GHA_ICS.AHU.AHU01.Outside Air Temp Virt,GHA_ICS,AHU,AHU01,Outside Air Temp Virt
18121,GHA_ICS.AHU.AHU01.SSD,GHA_ICS,AHU,AHU01,SSD
18122,GHA_ICS.AHU.AHU01.Supply Air Fan 1A VFD Power,GHA_ICS,AHU,AHU01,Supply Air Fan 1A VFD Power
18123,GHA_ICS.AHU.AHU01.Supply Air Fan 1B VFD Power,GHA_ICS,AHU,AHU01,Supply Air Fan 1B VFD Power
18124,GHA_ICS.AHU.AHU01.Supply Air Pressure,GHA_ICS,AHU,AHU01,Supply Air Pressure
18125,GHA_ICS.AHU.AHU01.Supply Air Pressure Sp,GHA_ICS,AHU,AHU01,Supply Air Pressure Sp
18126,GHA_ICS.AHU.AHU01.Supply Air Temp,GHA_ICS,AHU,AHU01,Supply Air Temp
18127,GHA_ICS.AHU.AHU01.Supply Air Temp Sp,GHA_ICS,AHU,AHU01,Supply Air Temp Sp
18128,GHA_ICS.AHU.AHU01.VLV,GHA_ICS,AHU,AHU01,VLV
18131,GHA_ICS.AHU.AHU02.CCV,GHA_ICS,AHU,AHU02,CCV
18132,GHA_ICS.AHU.AHU02.CLGEN,GHA_ICS,AHU,AHU02,CLGEN
18133,GHA_ICS.AHU.AHU02.Cooling Valve Output,GHA_ICS,AHU,AHU02,Cooling Valve Output
18134,GHA_ICS.AHU.AHU02.FAN SSP,GHA_ICS,AHU,AHU02,FAN SSP
18135,GHA_ICS.AHU.AHU02.HCV,GHA_ICS,AHU,AHU02,HCV
18136,GHA_ICS.AHU.AHU02.Heating Valve Output,GHA_ICS,AHU,AHU02,Heating Valve Output
18137,GHA_ICS.AHU.AHU02.HTGEN,GHA_ICS,AHU,AHU02,HTGEN
18138,GHA_ICS.AHU.AHU02.MODE,GHA_ICS,AHU,AHU02,MODE
18139,GHA_ICS.AHU.AHU02.Outside Air Temp,GHA_ICS,AHU,AHU02,Outside Air Temp
18140,GHA_ICS.AHU.AHU02.Outside Air Temp Virt,GHA_ICS,AHU,AHU02,Outside Air Temp Virt
18147,GHA_ICS.AHU.AHU02.Supply Air Fan 2A VFD Power,GHA_ICS,AHU,AHU02,Supply Air Fan 2A VFD Power
18148,GHA_ICS.AHU.AHU02.Supply Air Fan 2B VFD Power,GHA_ICS,AHU,AHU02,Supply Air Fan 2B VFD Power
18149,GHA_ICS.AHU.AHU02.Supply Air Pressure,GHA_ICS,AHU,AHU02,Supply Air Pressure
18150,GHA_ICS.AHU.AHU02.Supply Air Pressure Sp,GHA_ICS,AHU,AHU02,Supply Air Pressure Sp
18151,GHA_ICS.AHU.AHU02.Supply Air Temp,GHA_ICS,AHU,AHU02,Supply Air Temp
18152,GHA_ICS.AHU.AHU02.Supply Air Temp Sp,GHA_ICS,AHU,AHU02,Supply Air Temp Sp
18153,GHA_ICS.AHU.AHU02.VLV,GHA_ICS,AHU,AHU02,VLV
18156,GHA_ICS.AHU.AHU03.CCV,GHA_ICS,AHU,AHU03,CCV
18157,GHA_ICS.AHU.AHU03.CLGEN,GHA_ICS,AHU,AHU03,CLGEN
18158,GHA_ICS.AHU.AHU03.Cooling Valve Output,GHA_ICS,AHU,AHU03,Cooling Valve Output
18159,GHA_ICS.AHU.AHU03.ECM,GHA_ICS,AHU,AHU03,ECM
18160,GHA_ICS.AHU.AHU03.Mixed Air Damper,GHA_ICS,AHU,AHU03,Mixed Air Damper
18161,GHA_ICS.AHU.AHU03.Mixed Air Damper Output,GHA_ICS,AHU,AHU03,Mixed Air Damper Output
18162,GHA_ICS.AHU.AHU03.Mixed Air Temp,GHA_ICS,AHU,AHU03,Mixed Air Temp
18163,GHA_ICS.AHU.AHU03.MODE,GHA_ICS,AHU,AHU03,MODE
18164,GHA_ICS.AHU.AHU03.Outside Air Flow,GHA_ICS,AHU,AHU03,Outside Air Flow
18165,GHA_ICS.AHU.AHU03.Outside Air Temp,GHA_ICS,AHU,AHU03,Outside Air Temp
18166,GHA_ICS.AHU.AHU03.Outside Air Temp Virt,GHA_ICS,AHU,AHU03,Outside Air Temp Virt
18167,GHA_ICS.AHU.AHU03.RA FLOW,GHA_ICS,AHU,AHU03,RA FLOW
18168,GHA_ICS.AHU.AHU03.Return Air Fan VFD Power,GHA_ICS,AHU,AHU03,Return Air Fan VFD Power
18169,GHA_ICS.AHU.AHU03.Return Air Temp,GHA_ICS,AHU,AHU03,Return Air Temp
18170,GHA_ICS.AHU.AHU03.Return Fan Speed,GHA_ICS,AHU,AHU03,Return Fan Speed
18173,GHA_ICS.AHU.AHU03.SA FLOW,GHA_ICS,AHU,AHU03,SA FLOW
18175,GHA_ICS.AHU.AHU03.SSD,GHA_ICS,AHU,AHU03,SSD
18176,GHA_ICS.AHU.AHU03.Supply Air Fan Start/Stop,GHA_ICS,AHU,AHU03,Supply Air Fan Start/Stop
18177,GHA_ICS.AHU.AHU03.Supply Air Fan VFD Power,GHA_ICS,AHU,AHU03,Supply Air Fan VFD Power
18178,GHA_ICS.AHU.AHU03.Supply Air Pressure,GHA_ICS,AHU,AHU03,Supply Air Pressure
18179,GHA_ICS.AHU.AHU03.Supply Air Pressure Sp,GHA_ICS,AHU,AHU03,Supply Air Pressure Sp
18180,GHA_ICS.AHU.AHU03.Supply Air Temp,GHA_ICS,AHU,AHU03,Supply Air Temp
18181,GHA_ICS.AHU.AHU03.Supply Air Temp Sp,GHA_ICS,AHU,AHU03,Supply Air Temp Sp
18182,GHA_ICS.AHU.AHU03.Supply Fan Speed,GHA_ICS,AHU,AHU03,Supply Fan Speed
18183,GHA_ICS.AHU.AHU04.CCV,GHA_ICS,AHU,AHU04,CCV
18184,GHA_ICS.AHU.AHU04.CLGEN,GHA_ICS,AHU,AHU04,CLGEN
18185,GHA_ICS.AHU.AHU04.Cooling Valve Output,GHA_ICS,AHU,AHU04,Cooling Valve Output
18186,GHA_ICS.AHU.AHU04.ECM,GHA_ICS,AHU,AHU04,ECM
18187,GHA_ICS.AHU.AHU04.Mixed Air Damper,GHA_ICS,AHU,AHU04,Mixed Air Damper
18188,GHA_ICS.AHU.AHU04.Mixed Air Damper Output,GHA_ICS,AHU,AHU04,Mixed Air Damper Output
18189,GHA_ICS.AHU.AHU04.Mixed Air Temp,GHA_ICS,AHU,AHU04,Mixed Air Temp
18190,GHA_ICS.AHU.AHU04.MODE,GHA_ICS,AHU,AHU04,MODE
18191,GHA_ICS.AHU.AHU04.Outside Air Flow,GHA_ICS,AHU,AHU04,Outside Air Flow
18192,GHA_ICS.AHU.AHU04.Outside Air Temp,GHA_ICS,AHU,AHU04,Outside Air Temp
18193,GHA_ICS.AHU.AHU04.Outside Air Temp Virt,GHA_ICS,AHU,AHU04,Outside Air Temp Virt
18194,GHA_ICS.AHU.AHU04.RA FLOW,GHA_ICS,AHU,AHU04,RA FLOW
18195,GHA_ICS.AHU.AHU04.Return Air Fan VFD Power,GHA_ICS,AHU,AHU04,Return Air Fan VFD Power
18196,GHA_ICS.AHU.AHU04.Return Air Temp,GHA_ICS,AHU,AHU04,Return Air Temp
18197,GHA_ICS.AHU.AHU04.Return Fan Speed,GHA_ICS,AHU,AHU04,Return Fan Speed
18200,GHA_ICS.AHU.AHU04.SA FLOW,GHA_ICS,AHU,AHU04,SA FLOW
18202,GHA_ICS.AHU.AHU04.SSD,GHA_ICS,AHU,AHU04,SSD
18203,GHA_ICS.AHU.AHU04.Supply Air Fan Start/Stop,GHA_ICS,AHU,AHU04,Supply Air Fan Start/Stop
18204,GHA_ICS.AHU.AHU04.Supply Air Fan VFD Power,GHA_ICS,AHU,AHU04,Supply Air Fan VFD Power
18205,GHA_ICS.AHU.AHU04.Supply Air Pressure,GHA_ICS,AHU,AHU04,Supply Air Pressure
18206,GHA_ICS.AHU.AHU04.Supply Air Pressure Sp,GHA_ICS,AHU,AHU04,Supply Air Pressure Sp
18207,GHA_ICS.AHU.AHU04.Supply Air Temp,GHA_ICS,AHU,AHU04,Supply Air Temp
18208,GHA_ICS.AHU.AHU04.Supply Air Temp Sp,GHA_ICS,AHU,AHU04,Supply Air Temp Sp
18209,GHA_ICS.AHU.AHU04.Supply Fan Speed,GHA_ICS,AHU,AHU04,Supply Fan Speed
18210,GHA_ICS.AHU.AHU05.CCV,GHA_ICS,AHU,AHU05,CCV
18211,GHA_ICS.AHU.AHU05.CLGEN,GHA_ICS,AHU,AHU05,CLGEN
18212,GHA_ICS.AHU.AHU05.Cooling Valve Output,GHA_ICS,AHU,AHU05,Cooling Valve Output
18213,GHA_ICS.AHU.AHU05.ECM,GHA_ICS,AHU,AHU05,ECM
18214,GHA_ICS.AHU.AHU05.Mixed Air Damper,GHA_ICS,AHU,AHU05,Mixed Air Damper
18215,GHA_ICS.AHU.AHU05.Mixed Air Damper Output,GHA_ICS,AHU,AHU05,Mixed Air Damper Output
18216,GHA_ICS.AHU.AHU05.Mixed Air Temp,GHA_ICS,AHU,AHU05,Mixed Air Temp
18217,GHA_ICS.AHU.AHU05.MODE,GHA_ICS,AHU,AHU05,MODE
18218,GHA_ICS.AHU.AHU05.Outside Air Flow,GHA_ICS,AHU,AHU05,Outside Air Flow
18219,GHA_ICS.AHU.AHU05.Outside Air Temp,GHA_ICS,AHU,AHU05,Outside Air Temp
18220,GHA_ICS.AHU.AHU05.Outside Air Temp Virt,GHA_ICS,AHU,AHU05,Outside Air Temp Virt
18221,GHA_ICS.AHU.AHU05.RA FLOW,GHA_ICS,AHU,AHU05,RA FLOW
18222,GHA_ICS.AHU.AHU05.Return Air Fan VFD Power,GHA_ICS,AHU,AHU05,Return Air Fan VFD Power
18223,GHA_ICS.AHU.AHU05.Return Air Temp,GHA_ICS,AHU,AHU05,Return Air Temp
18224,GHA_ICS.AHU.AHU05.Return Fan Speed,GHA_ICS,AHU,AHU05,Return Fan Speed
18227,GHA_ICS.AHU.AHU05.SA FLOW,GHA_ICS,AHU,AHU05,SA FLOW
18229,GHA_ICS.AHU.AHU05.Supply Air Fan Start/Stop,GHA_ICS,AHU,AHU05,Supply Air Fan Start/Stop
18230,GHA_ICS.AHU.AHU05.Supply Air Fan VFD Power,GHA_ICS,AHU,AHU05,Supply Air Fan VFD Power
18231,GHA_ICS.AHU.AHU05.Supply Air Pressure,GHA_ICS,AHU,AHU05,Supply Air Pressure
18232,GHA_ICS.AHU.AHU05.Supply Air Pressure Sp,GHA_ICS,AHU,AHU05,Supply Air Pressure Sp
18233,GHA_ICS.AHU.AHU05.Supply Air Temp,GHA_ICS,AHU,AHU05,Supply Air Temp
18234,GHA_ICS.AHU.AHU05.Supply Air Temp Sp,GHA_ICS,AHU,AHU05,Supply Air Temp Sp
18235,GHA_ICS.AHU.AHU05.Supply Fan Speed,GHA_ICS,AHU,AHU05,Supply Fan Speed
18965,GIEDT.AHU.AHU01.Cooling Valve Output,GIEDT,AHU,AHU01,Cooling Valve Output
18966,GIEDT.AHU.AHU01.Economizer Mode,GIEDT,AHU,AHU01,Economizer Mode
18967,GIEDT.AHU.AHU01.Heating Valve Output,GIEDT,AHU,AHU01,Heating Valve Output
18968,GIEDT.AHU.AHU01.Mixed Air Temp,GIEDT,AHU,AHU01,Mixed Air Temp
18969,GIEDT.AHU.AHU01.Outside Air Temp,GIEDT,AHU,AHU01,Outside Air Temp
18970,GIEDT.AHU.AHU01.Return Air Fan VFD Power,GIEDT,AHU,AHU01,Return Air Fan VFD Power
18971,GIEDT.AHU.AHU01.Return Air Temp,GIEDT,AHU,AHU01,Return Air Temp
18972,GIEDT.AHU.AHU01.Return Fan VFD Frequency,GIEDT,AHU,AHU01,Return Fan VFD Frequency
18973,GIEDT.AHU.AHU01.Return Fan VFD Output,GIEDT,AHU,AHU01,Return Fan VFD Output
18974,GIEDT.AHU.AHU01.Return Fan VFD Speed,GIEDT,AHU,AHU01,Return Fan VFD Speed
18975,GIEDT.AHU.AHU01.Supply Air Fan Start/Stop,GIEDT,AHU,AHU01,Supply Air Fan Start/Stop
